ID;Rodzic;Typ;Nazwa;Numer umowy/decyzji;Program Operacyjny <Nazwa>;Oú priorytetowa <Kod>;Dzia≥anie <Kod>;Poddzia≥anie <Kod>;WartoúÊ ogÛ≥em;Wydatki kwalifikowalne;Dofinansowanie;Dofinansowanie UE;Nazwa beneficjenta;NIP beneficjenta;Kod pocztowy;MiejscowoúÊ;WojewÛdztwo;Powiat;Temat priorytetu;Forma prawna;Obszar realizacji;Ostatni Wniosek o p≥atnoúÊ dla najbardziej aktualnej Umowy/Aneksu;Projekt zakoÒczony (Wniosek o p≥atnoúÊ koÒcowπ);Data podpisania Umowy/Aneksu;Data utworzenia w KSI SIMIK 07-13 Umowy/Aneksu
33-205;33;Projekt;Budowa Zak≥adu Termicznego Przekszta≥cania OdpadÛw Komunalnych dla Bydgosko-ToruÒskiego Obszaru Metropolitarnego;POIS.02.01.00-00-007/09-00;Program Operacyjny Infrastruktura i årodowisko;POIS.02.00.00;POIS.02.01.00;;619,646,191.24;399,638,899.09;339,693,064.22;339,693,064.22;MiÍdzygminny Kompleks Unieszkodliwiania OdpadÛw ProNatura Sp. z o.o.;9532559741;85-893;Bydgoszcz;Kujawsko-pomorskie;Powiat m. Bydgoszcz;44 Gospodarka odpadami komunalnymi i przemys≥owymi;spÛ≥ka z ograniczonπ odpowiedzialnoúciπ - duøe przedsiÍbiorstwo;00 Nie dotyczy;;;2011/03/03;2011/03/04
33-206;33;Projekt;Uporzπdkowanie gospodarki odpadami na terenie subregionu koniÒskiego;POIS.02.01.00-00-009/10-00;Program Operacyjny Infrastruktura i årodowisko;POIS.02.00.00;POIS.02.01.00;;313,767,355.04;181,780,989.59;154,513,841.15;154,513,841.15;"Zwiπzek MiÍdzygminny ""KoniÒski Region Komunalny""";6652260144;62-510;Konin;Wielkopolskie;Powiat koniÒski / Powiat m. Konin;44 Gospodarka odpadami komunalnymi i przemys≥owymi;wspÛlnota samorzπdowa;00 Nie dotyczy;;;2011/05/27;2011/05/30
33-207;33;Projekt;Wdroøenie Systemu Zarzπdzania årodowiskowego wed≥ug normy ISO 14001:2005 w Elektromont 1 Sp. z o.o.;POIS.04.01.00-00-004/10-00;Program Operacyjny Infrastruktura i årodowisko;POIS.04.00.00;POIS.04.01.00;;81,618.00;62,940.00;31,470.00;31,470.00;Elektromont 1 Sp. z o.o.;6652648291;62-510;Konin;Wielkopolskie;Powiat koniÒski / Powiat m. Konin;54 Inne dzia≥ania na rzecz ochrony úrodowiska i zapobiegania zagroøeniom;spÛ≥ka z ograniczonπ odpowiedzialnoúciπ - úrednie przedsiÍbiorstwo;00 Nie dotyczy;POIS.04.01.00-00-004/10-01;Nie;2011/03/01;2011/03/23
33-208;33;Projekt;Wdroøenie systemu zarzπdzania ochronπ úrodowiska zgodnπ z wymaganiami miÍdzynarodowπ normπ ISO 14001.2004/PN-EN ISO 14001.2005 w przedsiÍbiorstwie Laboratoria Medyczne OptiMed Sp.j. Kuriata, WroÒski;POIS.04.01.00-00-006/10-00;Program Operacyjny Infrastruktura i årodowisko;POIS.04.00.00;POIS.04.01.00;;67,769.78;55,549.00;27,750.00;27,750.00;Laboratoria Medyczne Optimed Kuriata, WroÒski SpÛ≥ka Jawna;7422101075;11-400;KÍtrzyn;WarmiÒsko-mazurskie;Powiat kÍtrzyÒski;54 Inne dzia≥ania na rzecz ochrony úrodowiska i zapobiegania zagroøeniom;spÛ≥ka jawna - úrednie przedsiÍbiorstwo;00 Nie dotyczy;;;2011/02/28;2011/03/07
33-209;33;Projekt;Wdroøenie systemu zarzπdzania úrodowiskowego wed≥ug wymagaÒ ISO 14001:2004 w Biazet S.A.;POIS.04.01.00-00-007/10-00;Program Operacyjny Infrastruktura i årodowisko;POIS.04.00.00;POIS.04.01.00;;63,806.00;46,360.00;23,180.00;23,180.00;Biazet S.A.;5420201469;15-113;Bia≥ystok;Podlaskie;Powiat m. Bia≥ystok;54 Inne dzia≥ania na rzecz ochrony úrodowiska i zapobiegania zagroøeniom;spÛ≥ka akcyjna - duøe przedsiÍbiorstwo;00 Nie dotyczy;;;2011/03/08;2011/03/11
33-210;33;Projekt;Modernizacja linii technologicznej do produkcji mebli;POIS.04.02.00-00-031/09-00;Program Operacyjny Infrastruktura i årodowisko;POIS.04.00.00;POIS.04.02.00;;5,884,616.32;4,823,456.00;1,447,036.80;1,447,036.80;Steinpol Meble Sp. z o.o.;7781381577;69-110;Rzepin;Lubuskie;Powiat s≥ubicki;44 Gospodarka odpadami komunalnymi i przemys≥owymi;spÛ≥ka z ograniczonπ odpowiedzialnoúciπ - duøe przedsiÍbiorstwo;00 Nie dotyczy;POIS.04.02.00-00-031/09-01;Nie;2011/01/28;2011/01/31
33-211;33;Projekt;Budowa silosu klinkieru zgodnie z programem dostosowawczym Pozwolenia Zintegr. w Cementowni Rudniki;POIS.04.03.00-00-007/09-01;Program Operacyjny Infrastruktura i årodowisko;POIS.04.00.00;POIS.04.03.00;;47,686,750.00;39,081,500.00;11,724,450.00;11,724,450.00;Cemex Polska Sp. z o.o.;9511496432;02-486;Warszawa;Mazowieckie;Powiat m. st. Warszawa;48 Zintegrowany system zapobiegania i kontroli zanieczyszczeÒ;spÛ≥ka z ograniczonπ odpowiedzialnoúciπ - duøe przedsiÍbiorstwo;00 Nie dotyczy;POIS.04.03.00-00-007/09-04;Nie;2011/01/13;2011/01/14
33-212;33;Projekt;"""Budowa linii produkcji paliwa alternatywnego z odpadÛw w PrzedsiÍbiorstwie EMPOL w Gorlicach""";POIS.04.06.00-00-006/09-03;Program Operacyjny Infrastruktura i årodowisko;POIS.04.00.00;POIS.04.06.00;;10,137,062.97;8,113,014.61;2,433,904.38;2,433,904.38;PrzedsiÍbiorstwo Us≥ug Komunalnych EMPOL Sp. z o.o.;7352497196;34-451;Tylmanowa;Ma≥opolskie;Powiat nowotarski;44 Gospodarka odpadami komunalnymi i przemys≥owymi;spÛ≥ka z ograniczonπ odpowiedzialnoúciπ - úrednie przedsiÍbiorstwo;00 Nie dotyczy;POIS.04.06.00-00-006/09-04;Nie;2011/03/10;2011/03/16
33-213;33;Projekt;"Oúrodek Rehabilitacji Krajowych PtakÛw Chronionych ""Ptasi Azyl""";POIS.05.01.00-00-154/09-00;Program Operacyjny Infrastruktura i årodowisko;POIS.05.00.00;POIS.05.01.00;;3,776,537.36;3,776,537.36;3,210,056.75;3,210,056.75;Miasto Sto≥eczne Warszawa;5252248481;00-950;Warszawa;;;51 Promowanie biorÛønorodnoúci i ochrony przyrody (w tym NATURA 2000);wspÛlnota samorzπdowa - gmina;00 Nie dotyczy;;;2011/04/22;2011/04/22
33-214;33;Projekt;Kompleksowa ochrona torfowisk wysokich na terenie wojewÛdztwa warmiÒsko- mazurskiego;POIS.05.01.00-00-215/09-00;Program Operacyjny Infrastruktura i årodowisko;POIS.05.00.00;POIS.05.01.00;;4,791,468.00;4,791,468.00;4,072,747.80;4,072,747.80;Polskie Towarzystwo Ochrony PtakÛw;5431181345;15-471;Bia≥ystok;Podlaskie;Powiat m. Bia≥ystok;51 Promowanie biorÛønorodnoúci i ochrony przyrody (w tym NATURA 2000);stowarzyszenie;00 Nie dotyczy;;;2011/04/22;2011/04/22
33-215;33;Projekt;Krajowy Program Ochrony G≥uszca;POIS.05.03.00-00-046/08-02;Program Operacyjny Infrastruktura i årodowisko;POIS.05.00.00;POIS.05.03.00;;1,066,966.38;1,066,966.38;906,921.42;906,921.42;Polskie Towarzystwo Ochrony PtakÛw;5431181345;17-230;Bia≥owieøa;Podlaskie;Powiat hajnowski;51 Promowanie biorÛønorodnoúci i ochrony przyrody (w tym NATURA 2000);stowarzyszenie;00 Nie dotyczy;POIS.05.03.00-00-046/08-05;Nie;2011/04/18;2011/04/29
33-216;33;Projekt;Opracowanie krajowych strategii gospodarowania wybranymi gatunkami zagroøonymi lub konfliktowymi;POIS.05.03.00-00-050/08-02;Program Operacyjny Infrastruktura i årodowisko;POIS.05.00.00;POIS.05.03.00;;1,245,091.90;1,245,091.90;1,058,328.12;1,058,328.12;Szko≥a G≥Ûwna Gospodarstwa Wiejskiego w Warszawie;5250007425;02-787;Warszawa;Mazowieckie;Powiat m. st. Warszawa;51 Promowanie biorÛønorodnoúci i ochrony przyrody (w tym NATURA 2000);uczelnia wyøsza;00 Nie dotyczy;POIS.05.03.00-00-050/08-06;Nie;2011/01/13;2011/02/17
33-217;33;Projekt;Sprawne wykrywanie i sankcjonowanie przestÍpstw przeciwko úrodowisku - cykl szkoleÒ dla Straøy Leúnej;POIS.05.04.00-00-007/08-02;Program Operacyjny Infrastruktura i årodowisko;POIS.05.00.00;POIS.05.04.00;;2,059,875.20;2,047,306.70;1,022,506.24;1,022,506.24;Oúrodek Rozwojowo-Wdroøeniowy LasÛw PaÒstwowych w Bedoniu;7280008666;95-020;Andrespol;£Ûdzkie;Powiat ≥Ûdzki wschodni;51 Promowanie biorÛønorodnoúci i ochrony przyrody (w tym NATURA 2000);paÒstwowa jednostka organizacyjna;00 Nie dotyczy;;;2011/01/24;2011/02/03
33-218;33;Projekt;Edukacja pracownikÛw LasÛw PaÒstwowych dotyczπca metod lokalizacji, monitoringu i ochrony puchacza. Bubobory w LP ;POIS.05.04.00-00-008/08-02;Program Operacyjny Infrastruktura i årodowisko;POIS.05.00.00;POIS.05.04.00;;736,833.80;706,168.00;600,242.80;600,242.80;Leúny Zak≥ad Doúwiadczalny Centrum Edukacji Przyrodniczo-Leúnej SGGW;5250007425;95-063;RogÛw;£Ûdzkie;Powiat brzeziÒski;51 Promowanie biorÛønorodnoúci i ochrony przyrody (w tym NATURA 2000);jednostka naukowa;00 Nie dotyczy;POIS.05.04.00-00-008/08-06;Nie;2011/03/02;2011/03/16
33-219;33;Projekt;SieÊ Natura 2000 - drogπ do rozwoju;POIS.05.04.00-00-187/09-03;Program Operacyjny Infrastruktura i årodowisko;POIS.05.00.00;POIS.05.04.00;;3,673,960.00;3,673,960.00;3,673,960.00;3,122,866.00;Generalna Dyrekcja Ochrony årodowiska;7010151052;00-922;Warszawa;Mazowieckie;Powiat m. st. Warszawa;51 Promowanie biorÛønorodnoúci i ochrony przyrody (w tym NATURA 2000);organ w≥adzy, administracji rzπdowej;00 Nie dotyczy;;;2011/05/06;2011/05/12
33-220;33;Projekt;Z≥ap rÛwnowagÍ, odkryj NaturÍ;POIS.05.04.00-00-267/09-02;Program Operacyjny Infrastruktura i årodowisko;POIS.05.00.00;POIS.05.04.00;;6,272,941.18;6,272,941.18;6,272,941.18;5,332,000.00;Generalna Dyrekcja Ochrony årodowiska;7010151052;00-922;Warszawa;Mazowieckie;Powiat m. st. Warszawa;51 Promowanie biorÛønorodnoúci i ochrony przyrody (w tym NATURA 2000);organ w≥adzy, administracji rzπdowej;00 Nie dotyczy;;;2011/05/20;2011/05/27
33-221;33;Projekt;Budowa po≥πczenia kolejowego MPL Katowice w Pyrzowicach z miastami aglomeracji gÛrnoúlπskiej, odcinek Katowice-Pyrzowice-PRACE PRZYGOTOWAWCZE;POIS.07.01.00-00-008/09-01;Program Operacyjny Infrastruktura i årodowisko;POIS.07.00.00;POIS.07.01.00;;63,462,204.00;52,018,200.00;52,018,200.00;44,215,470.00;PKP Polskie Linie Kolejowe S.A.;1132316427;03-734;Warszawa;Mazowieckie;Powiat m. st. Warszawa;16 Kolej;spÛ≥ka akcyjna - duøe przedsiÍbiorstwo;00 Nie dotyczy;POIS.07.01.00-00-008/09-03;Nie;2011/03/15;2011/03/17
33-222;33;Projekt;Projekt poprawy dostÍpu kolejowego do Portu GdaÒsk (most + dwutorowa linia kolejowa) - PRACE PRZYGOTOWAWCZE;POIS.07.02.00-00-011/09-01;Program Operacyjny Infrastruktura i årodowisko;POIS.07.00.00;POIS.07.02.00;;20,347,125.00;16,524,375.00;16,524,375.00;14,045,718.75;PKP Polskie Linie Kolejowe S.A.;1132316427;03-734;Warszawa;Mazowieckie;Powiat m. st. Warszawa;30 Porty;spÛ≥ka akcyjna - duøe przedsiÍbiorstwo;00 Nie dotyczy;;;2011/03/15;2011/03/17
33-223;33;Projekt;Klub Pancernika Klika w Fotelikach;POIS.08.01.00-00-006/10-01;Program Operacyjny Infrastruktura i årodowisko;POIS.08.00.00;POIS.08.01.00;;5,000,000.00;5,000,000.00;5,000,000.00;4,250,000.00;Instytut Transportu Samochodowego;5250008382;03-301;Warszawa;Mazowieckie;Powiat m. st. Warszawa;22 Drogi krajowe;jednostka naukowa;00 Nie dotyczy;;;2011/04/19;2011/05/06
33-224;33;Projekt;Kampanie spo≥eczne promujπce bezpieczne zachowania wúrÛd uczestnikÛw ruchu drogowego;POIS.08.01.00-00-008/10-01;Program Operacyjny Infrastruktura i årodowisko;POIS.08.00.00;POIS.08.01.00;;11,040,000.00;11,040,000.00;11,040,000.00;9,384,000.00;Ministerswto Infrastruktury;7010095164;00-926;Warszawa;Mazowieckie;Powiat m. st. Warszawa;22 Drogi krajowe;organ w≥adzy, administracji rzπdowej;00 Nie dotyczy;POIS.08.01.00-00-008/10-02;Nie;2011/04/14;2011/04/15
33-225;33;Projekt;Zakup i montaø nowego turbogeneratora w Synthos Dwory Sp. z o.o.;POIS.09.01.00-00-123/09-01;Program Operacyjny Infrastruktura i årodowisko;POIS.09.00.00;POIS.09.01.00;;45,898,693.00;36,764,000.00;18,382,000.00;18,382,000.00;Synthos Dwory Sp. z o.o.;9591762828;32-600;OúwiÍcim;Ma≥opolskie;Powiat oúwiÍcimski;43 EfektywnoúÊ energetyczna, produkcja skojarzona (kogeneracja), zarzπdzanie energiπ;spÛ≥ka z ograniczonπ odpowiedzialnoúciπ - duøe przedsiÍbiorstwo;00 Nie dotyczy;POIS.09.01.00-00-123/09-04;Nie;2011/03/28;2011/04/05
33-226;33;Projekt;Budowa elektrociep≥owni wysokosprawnej kogeneracji na biomasÍ w Ar≥amowie;POIS.09.01.00-00-138/09-00;Program Operacyjny Infrastruktura i årodowisko;POIS.09.00.00;POIS.09.01.00;;36,884,760.00;26,850,000.00;16,110,000.00;16,110,000.00;Oúrodek Wypoczynkowy ÑAR£AM”Wî S.A.;6891093258;38-712;Wojtkowa;Podkarpackie;Powiat bieszczadzki;43 EfektywnoúÊ energetyczna, produkcja skojarzona (kogeneracja), zarzπdzanie energiπ;spÛ≥ka akcyjna - duøe przedsiÍbiorstwo;00 Nie dotyczy;;;2011/03/03;2011/03/09
33-227;33;Projekt;"Budowa stacji 400/220/110 kV O≥tarzew - czÍúÊ Projektu ""Po≥πczenie elektroenergetyczne Polska-Litwa";POIS.10.01.00-00-005/10-00;Program Operacyjny Infrastruktura i årodowisko;POIS.10.00.00;POIS.10.01.00;;276,609,213.59;210,832,922.81;116,190,023.76;116,190,023.76;Polskie Sieci Elektroenergetyczne - Operator S.A.;5262748966;05-520;Konstancin-Jeziorna;Mazowieckie;Powiat piaseczyÒski;34 Energia elektryczna (sieci TEN-E);spÛ≥ka akcyjna - duøe przedsiÍbiorstwo;00 Nie dotyczy;;;2011/03/16;2011/03/16
33-228;33;Projekt;RPD IZ na rok 2011;POIS.14.01.00-00-101/11-00;Program Operacyjny Infrastruktura i årodowisko;POIS.14.00.00;POIS.14.01.00;;4,000,000.00;4,000,000.00;4,000,000.00;3,400,000.00;Ministerstwo Rozwoju Regionalnego, Departament Koordynacji ProgramÛw Infrastrukturalnych;5262895199;00-926;Warszawa;Mazowieckie;Powiat m. st. Warszawa;85 Przygotowanie, realizacja, monitorowanie i kontrola;paÒstwowa jednostka organizacyjna;00 Nie dotyczy;;;2011/01/25;2011/01/28
33-229;33;Projekt;RPD sektora kultura na rok 2010 (MKiDN);POIS.14.01.00-00-501/10-01;Program Operacyjny Infrastruktura i årodowisko;POIS.14.00.00;POIS.14.01.00;;1,314,512.08;1,314,512.08;1,314,512.08;1,117,335.26;Ministerstwo Kultury i Dziedzictwa Narodowego;5260308476;00-071;Warszawa;Mazowieckie;Powiat m. st. Warszawa;85 Przygotowanie, realizacja, monitorowanie i kontrola;organ w≥adzy, administracji rzπdowej;00 Nie dotyczy;POIS.14.01.00-00-501/10-01;Nie;2011/02/04;2011/02/22
33-230;33;Projekt;RPD sektora zdrowie na rok 2011 (MZ);POIS.14.01.00-00-601/11-00;Program Operacyjny Infrastruktura i årodowisko;POIS.14.00.00;POIS.14.01.00;;543,000.00;543,000.00;543,000.00;461,550.00;Ministerstwo Zdrowia, Departament Funduszy Europejskich;5251918554;00-952;Warszawa;;;85 Przygotowanie, realizacja, monitorowanie i kontrola;organ w≥adzy, administracji rzπdowej;00 Nie dotyczy;;;2011/04/01;2011/04/06
33-231;33;Projekt;RPD sektora zdrowie na rok 2011 (CSIOZ);POIS.14.01.00-00-602/11-00;Program Operacyjny Infrastruktura i årodowisko;POIS.14.00.00;POIS.14.01.00;;5,919,000.00;5,919,000.00;5,919,000.00;5,031,150.00;Centrum SystemÛw Informacyjnych Ochrony Zdrowia;5251575309;00-184;Warszawa;Mazowieckie;Powiat m. st. Warszawa;85 Przygotowanie, realizacja, monitorowanie i kontrola;paÒstwowa jednostka organizacyjna;00 Nie dotyczy;;;2011/04/13;2011/04/18
33-232;33;Projekt;RPD sektora nauka na rok 2010 (MNiSW);POIS.14.01.00-00-701/10-02;Program Operacyjny Infrastruktura i årodowisko;POIS.14.00.00;POIS.14.01.00;;322,800.00;322,800.00;322,800.00;274,380.00;Ministerstwo Nauki i Szkolnictwa Wyøszego;7010014467;00-529;Warszawa;Mazowieckie;Powiat m. st. Warszawa;85 Przygotowanie, realizacja, monitorowanie i kontrola;organ w≥adzy, administracji rzπdowej;00 Nie dotyczy;POIS.14.01.00-00-701/10-02;Nie;2011/01/03;2011/01/12
33-233;33;Projekt;RPD sektora nauka na rok 2011 (MNiSW);POIS.14.01.00-00-701/11-00;Program Operacyjny Infrastruktura i årodowisko;POIS.14.00.00;POIS.14.01.00;;550,000.00;550,000.00;550,000.00;467,500.00;Ministerstwo Nauki i Szkolnictwa Wyøszego;7010014467;00-529;Warszawa;Mazowieckie;Powiat m. st. Warszawa;85 Przygotowanie, realizacja, monitorowanie i kontrola;organ w≥adzy, administracji rzπdowej;00 Nie dotyczy;;;2011/05/05;2011/05/12
33-234;33;Projekt;RPD sektora nauka na rok 2010 (OPI);POIS.14.01.00-00-702/10-02;Program Operacyjny Infrastruktura i årodowisko;POIS.14.00.00;POIS.14.01.00;;4,378,341.66;3,863,859.00;3,863,859.00;3,284,280.15;Oúrodek Przetwarzania Informacji;5250009140;00-608;Warszawa;Mazowieckie;Powiat m. st. Warszawa;85 Przygotowanie, realizacja, monitorowanie i kontrola;jednostka naukowa;00 Nie dotyczy;;;2011/01/25;2011/02/02
33-235;33;Projekt;RPD IZ na rok 2011;POIS.14.02.00-00-101/11-00;Program Operacyjny Infrastruktura i årodowisko;POIS.14.00.00;POIS.14.02.00;;5,000,000.00;5,000,000.00;5,000,000.00;4,250,000.00;Ministerstwo Rozwoju Regionalnego, Departament Koordynacji ProgramÛw Infrastrukturalnych;5262895199;00-926;Warszawa;Mazowieckie;Powiat m. st. Warszawa;86 Ocena, badania/ekspertyzy, informacja i komunikacja;paÒstwowa jednostka organizacyjna;00 Nie dotyczy;;;2011/01/25;2011/01/28
33-236;33;Projekt;RPD sektora kultura na rok 2010 (MKiDN);POIS.14.02.00-00-501/10-01;Program Operacyjny Infrastruktura i årodowisko;POIS.14.00.00;POIS.14.02.00;;970,000.00;970,000.00;970,000.00;824,500.00;Ministerstwo Kultury i Dziedzictwa Narodowego;5260308476;00-071;Warszawa;Mazowieckie;Powiat m. st. Warszawa;86 Ocena, badania/ekspertyzy, informacja i komunikacja;organ w≥adzy, administracji rzπdowej;00 Nie dotyczy;POIS.14.02.00-00-501/10-01;Nie;2011/02/04;2011/02/23
33-237;33;Projekt;RPD sektora zdrowie na rok 2011 (MZ);POIS.14.02.00-00-601/11-00;Program Operacyjny Infrastruktura i årodowisko;POIS.14.00.00;POIS.14.02.00;;198,000.00;198,000.00;198,000.00;168,300.00;Ministerstwo Zdrowia, Departament Funduszy Europejskich;5251918554;00-952;Warszawa;;;86 Ocena, badania/ekspertyzy, informacja i komunikacja;organ w≥adzy, administracji rzπdowej;00 Nie dotyczy;;;2011/04/01;2011/04/06
33-238;33;Projekt;RPD sektora zdrowie na rok 2011 (CSIOZ);POIS.14.02.00-00-602/11-00;Program Operacyjny Infrastruktura i årodowisko;POIS.14.00.00;POIS.14.02.00;;190,000.00;190,000.00;190,000.00;161,500.00;Centrum SystemÛw Informacyjnych Ochrony Zdrowia;5251575309;00-184;Warszawa;Mazowieckie;Powiat m. st. Warszawa;86 Ocena, badania/ekspertyzy, informacja i komunikacja;paÒstwowa jednostka organizacyjna;00 Nie dotyczy;;;2011/04/13;2011/04/18
33-239;33;Projekt;RPD sektora nauka na rok 2010 (MNiSW);POIS.14.02.00-00-701/10-02;Program Operacyjny Infrastruktura i årodowisko;POIS.14.00.00;POIS.14.02.00;;218,840.00;218,840.00;218,840.00;186,014.00;Ministerstwo Nauki i Szkolnictwa Wyøszego;7010014467;00-529;Warszawa;Mazowieckie;Powiat m. st. Warszawa;86 Ocena, badania/ekspertyzy, informacja i komunikacja;organ w≥adzy, administracji rzπdowej;00 Nie dotyczy;POIS.14.02.00-00-701/10-02;Nie;2011/01/03;2011/01/13
33-240;33;Projekt;RPD sektora nauka na rok 2011 (MNiSW);POIS.14.02.00-00-701/11-00;Program Operacyjny Infrastruktura i årodowisko;POIS.14.00.00;POIS.14.02.00;;250,000.00;250,000.00;250,000.00;212,500.00;Ministerstwo Nauki i Szkolnictwa Wyøszego;7010014467;00-529;Warszawa;Mazowieckie;Powiat m. st. Warszawa;86 Ocena, badania/ekspertyzy, informacja i komunikacja;organ w≥adzy, administracji rzπdowej;00 Nie dotyczy;;;2011/05/05;2011/05/12
33-241;33;Projekt;RPD sektora nauka na rok 2010 (OPI);POIS.14.02.00-00-702/10-02;Program Operacyjny Infrastruktura i årodowisko;POIS.14.00.00;POIS.14.02.00;;335,100.00;335,100.00;335,100.00;284,835.00;Oúrodek Przetwarzania Informacji;5250009140;00-608;Warszawa;Mazowieckie;Powiat m. st. Warszawa;86 Ocena, badania/ekspertyzy, informacja i komunikacja;jednostka naukowa;00 Nie dotyczy;;;2011/01/25;2011/02/02
33-242;33;Projekt;RPD IZ na rok 2011;POIS.14.03.00-00-101/11-00;Program Operacyjny Infrastruktura i årodowisko;POIS.14.00.00;POIS.14.03.00;;608,380.00;608,380.00;608,380.00;517,123.00;Ministerstwo Rozwoju Regionalnego, Departament Koordynacji ProgramÛw Infrastrukturalnych;5262895199;00-926;Warszawa;Mazowieckie;Powiat m. st. Warszawa;86 Ocena, badania/ekspertyzy, informacja i komunikacja;paÒstwowa jednostka organizacyjna;00 Nie dotyczy;;;2011/01/25;2011/01/28
33-243;33;Projekt;RPD sektora kultura na rok 2010 (MKiDN);POIS.14.03.00-00-501/10-01;Program Operacyjny Infrastruktura i årodowisko;POIS.14.00.00;POIS.14.03.00;;168,360.00;168,360.00;168,360.00;143,106.00;Ministerstwo Kultury i Dziedzictwa Narodowego;5260308476;00-071;Warszawa;Mazowieckie;Powiat m. st. Warszawa;86 Ocena, badania/ekspertyzy, informacja i komunikacja;organ w≥adzy, administracji rzπdowej;00 Nie dotyczy;;;2011/02/04;2011/02/23
33-244;33;Projekt;RPD sektora zdrowie na rok 2011 (MZ);POIS.14.03.00-00-601/11-00;Program Operacyjny Infrastruktura i årodowisko;POIS.14.00.00;POIS.14.03.00;;100,000.00;100,000.00;100,000.00;85,000.00;Ministerstwo Zdrowia, Departament Funduszy Europejskich;5251918554;00-952;Warszawa;;;86 Ocena, badania/ekspertyzy, informacja i komunikacja;organ w≥adzy, administracji rzπdowej;00 Nie dotyczy;;;2011/04/01;2011/04/06
33-245;33;Projekt;RPD sektora nauka na rok 2010 (MNiSW);POIS.14.03.00-00-701/10-02;Program Operacyjny Infrastruktura i årodowisko;POIS.14.00.00;POIS.14.03.00;;59,780.00;59,780.00;59,780.00;50,813.00;Ministerstwo Nauki i Szkolnictwa Wyøszego;7010014467;00-529;Warszawa;Mazowieckie;Powiat m. st. Warszawa;86 Ocena, badania/ekspertyzy, informacja i komunikacja;organ w≥adzy, administracji rzπdowej;00 Nie dotyczy;POIS.14.03.00-00-701/10-02;Nie;2011/01/03;2011/01/13
33-246;33;Projekt;RPD sektora nauka na rok 2011 (MNiSW);POIS.14.03.00-00-701/11-00;Program Operacyjny Infrastruktura i årodowisko;POIS.14.00.00;POIS.14.03.00;;400,000.00;400,000.00;400,000.00;340,000.00;Ministerstwo Nauki i Szkolnictwa Wyøszego;7010014467;00-529;Warszawa;Mazowieckie;Powiat m. st. Warszawa;86 Ocena, badania/ekspertyzy, informacja i komunikacja;organ w≥adzy, administracji rzπdowej;00 Nie dotyczy;;;2011/05/05;2011/05/12
33-247;33;Projekt;RPD sektora úrodowisko na rok 2010 (Må);POIS.15.01.00-00-201/10-02;Program Operacyjny Infrastruktura i årodowisko;POIS.15.00.00;POIS.15.01.00;;1,221,200.00;1,221,200.00;1,221,200.00;1,038,020.00;Ministerstwo årodowiska;5261647453;00-922;Warszawa;Mazowieckie;Powiat m. st. Warszawa;85 Przygotowanie, realizacja, monitorowanie i kontrola;organ w≥adzy, administracji rzπdowej;00 Nie dotyczy;;;2011/03/29;2011/04/08
33-248;33;Projekt;RPD sektora úrodowisko na rok 2011 (Må);POIS.15.01.00-00-201/11-00;Program Operacyjny Infrastruktura i årodowisko;POIS.15.00.00;POIS.15.01.00;;1,682,000.00;1,682,000.00;1,682,000.00;1,429,700.00;Ministerstwo årodowiska;5261647453;00-922;Warszawa;Mazowieckie;Powiat m. st. Warszawa;85 Przygotowanie, realizacja, monitorowanie i kontrola;organ w≥adzy, administracji rzπdowej;00 Nie dotyczy;;;2011/04/11;2011/04/11
33-249;33;Projekt;RPD sektora úrodowisko na rok 2010 (NFOåiGW);POIS.15.01.00-00-202/10-00;Program Operacyjny Infrastruktura i årodowisko;POIS.15.00.00;POIS.15.01.00;;13,392,171.00;13,392,171.00;11,383,345.35;11,383,345.35;Narodowy Fundusz Ochrony årodowiska i Gospodarki Wodnej;5220018559;02-672;Warszawa;Mazowieckie;Powiat m. st. Warszawa;85 Przygotowanie, realizacja, monitorowanie i kontrola;paÒstwowa osoba prawna;00 Nie dotyczy;;;2011/01/10;2011/02/11
33-250;33;Projekt;RPD sektora úrodowisko na rok 2010 (WFOåiGW w Bia≥ymstoku);POIS.15.01.00-00-203/10-00;Program Operacyjny Infrastruktura i årodowisko;POIS.15.00.00;POIS.15.01.00;;1,975,315.00;1,479,662.00;1,257,712.70;1,257,712.70;WojewÛdzki Fundusz Ochrony årodowiska i Gospodarki Wodnej w Bia≥ymstoku;5421952597;15-879;Bia≥ystok;Podlaskie;Powiat m. Bia≥ystok;85 Przygotowanie, realizacja, monitorowanie i kontrola;samorzπdowa osoba prawna;00 Nie dotyczy;;;2011/01/07;2011/02/09
33-251;33;Projekt;RPD sektora úrodowisko na rok 2010 (WFOåiGW w GdaÒsku);POIS.15.01.00-00-204/10-00;Program Operacyjny Infrastruktura i årodowisko;POIS.15.00.00;POIS.15.01.00;;1,764,500.00;1,353,500.00;1,150,475.00;1,150,475.00;WojewÛdzki Fundusz Ochrony årodowiska i Gospodarki Wodnej w GdaÒsku;5832094563;80-837;GdaÒsk;Pomorskie;Powiat m. GdaÒsk;85 Przygotowanie, realizacja, monitorowanie i kontrola;samorzπdowa osoba prawna;00 Nie dotyczy;;;2011/01/17;2011/02/10
